867.232727,325.807709,176.242630,0.065594,-0.000000,1.422674
845.872803,340.454132,168.778519,-0.050029,0.000000,1.424011
712.042725,341.990387,165.942566,0.263971,0.000000,2.446011
608.824829,379.829193,162.613586,-0.264029,0.000000,0.000011
701.670898,408.561188,174.899124,-0.256029,0.000000,2.122012
560.279602,461.236633,146.434708,0.035971,0.000000,1.518011
483.919952,422.487000,147.967789,0.143971,0.000000,1.834011
600.201660,440.959869,157.012863,0.037971,0.000000,0.992826
518.624756,488.578247,145.584808,-0.002030,0.000000,-2.830359
559.051208,461.271027,145.957352,-0.006030,0.000000,1.470826
589.787170,545.269897,149.631180,-0.236030,0.000000,0.870826
546.199402,602.341187,145.561325,0.049970,0.000000,-3.066358
